uid,mid,date_watched
7010,26664,2024-05-27
5128,33953,2024-03-20
7883,27327,2024-02-02
11547,31140,2024-01-05
5309,8103,2023-08-13
4807,7117,2024-04-16
13414,12938,2024-01-05
161,30162,2024-01-10
12573,4384,2024-03-26
7628,20321,2024-06-30
4711,4508,2024-03-16
13372,14736,2024-02-24
1235,29714,2023-10-20
10601,16520,2023-09-07
5825,2026,2023-08-18
10819,19920,2024-05-06
11867,37623,2023-11-28
7560,38136,2024-02-24
9474,35659,2024-06-01
4566,19142,2023-10-23
13035,29697,2023-09-13
3434,3774,2023-10-06
643,24957,2023-10-19
13480,15820,2024-06-21
7770,1529,2024-07-04
12374,20956,2024-04-10
8359,5050,2024-03-12
293,33617,2024-05-13
11488,20512,2024-05-04
10068,10120,2023-10-25
666,10358,2023-12-23
885,16168,2024-02-13
9925,22254,2024-06-11
10118,34890,2023-10-14
10142,29799,2024-06-06
13893,4682,2024-02-24
1269,14756,2023-10-08
12027,473,2023-12-23
11564,32882,2024-06-14
273,13691,2024-03-05
2339,25913,2023-09-14
4181,6474,2023-07-03
829,41299,2023-09-19
6327,18670,2024-06-25
893,33965,2024-04-13
7696,16463,2023-07-08
9074,20944,2023-09-25
2890,38786,2024-04-11
12591,35421,2023-09-12
4683,10833,2023-10-31
7392,5386,2024-04-19
3179,30363,2023-11-20
11205,14709,2023-12-05
826,23439,2024-07-05
1224,17212,2023-10-17
11733,14572,2024-05-29
1700,21308,2024-01-11
12065,11003,2023-08-05
11032,36154,2023-09-28
11457,22441,2024-04-21
12976,1966,2024-05-25
3028,32557,2024-01-17
9502,2428,2023-08-15
8611,35610,2023-10-15
5169,25190,2023-12-17
10137,25139,2023-11-23
7194,6564,2024-06-20
1585,14388,2023-12-25
988,5841,2023-08-30
1485,15155,2023-07-03
3484,24195,2023-09-20
4334,22449,2024-03-19
4574,30925,2024-04-12
2358,23529,2024-05-16
3527,29403,2023-10-03
2466,4353,2023-09-02
11373,185,2024-03-02
4407,10385,2023-09-15
1610,14320,2024-03-15
6421,20450,2023-10-01
7183,41206,2024-04-16
5681,10427,2024-03-27
3012,7505,2023-07-21
5826,33369,2023-08-31
7781,40573,2024-06-03
10639,38306,2024-03-16
1262,32095,2024-02-22
8397,14686,2023-11-18
5204,8725,2023-12-14
4422,5085,2023-09-05
5905,34811,2024-06-14
3750,16742,2023-08-27
3888,16762,2024-01-28
10042,13337,2023-11-07
6833,20873,2023-07-25
1672,13415,2023-07-11
9583,4798,2024-03-13
12061,3308,2024-04-29
2315,32569,2024-07-03
9259,2597,2023-09-19
1125,17168,2024-04-11
10880,22309,2024-07-04
6786,24216,2023-07-19
4087,11796,2023-10-18
12900,14985,2023-08-03
1008,12135,2024-04-13
6453,10783,2024-05-27
2276,42003,2024-03-11
3292,21652,2023-11-03
6135,24023,2024-01-25
1557,18923,2023-11-11
10665,14619,2023-09-24
11741,17246,2023-09-13
7132,18261,2023-11-12
11840,10028,2024-04-26
9594,13987,2023-12-20
5089,3527,2024-01-29
13481,26262,2024-05-16
9476,1623,2024-06-14
5403,38287,2023-07-19
6316,29534,2023-10-27
7185,35426,2024-04-28
7864,18317,2024-04-27
782,8700,2024-04-10
4756,13956,2024-02-12
9494,31544,2024-01-28
1989,35425,2024-06-20
7484,16674,2024-01-05
5017,23396,2024-05-16
13734,38627,2023-11-28
6417,23708,2024-02-08
10098,19214,2023-11-05
3278,10402,2024-03-04
3892,21197,2023-08-20
5273,25977,2024-01-07
13733,8759,2024-02-22
9931,1474,2023-07-22
4063,13282,2023-10-18
2811,32549,2024-05-22
285,18372,2023-08-02
13606,28364,2023-11-04
1430,12058,2024-06-29
8276,40442,2024-06-20
13090,19645,2023-08-13
11393,28124,2023-07-07
473,23875,2023-11-05
12769,23124,2023-09-29
3924,14282,2023-11-07
6475,3252,2023-07-17
710,22290,2024-05-16
13925,5055,2024-01-02
2425,34485,2023-10-18
1849,41973,2024-04-11
558,1311,2024-06-12
9253,29147,2023-12-10
4362,29313,2023-09-13
3253,30982,2024-01-15
3719,4258,2024-06-25
13529,15847,2024-04-12
5033,22484,2023-12-29
5512,26559,2023-10-05
6099,43189,2023-08-20
8976,13013,2024-05-09
10909,33237,2023-08-03
5698,38674,2023-07-21
2307,28932,2023-12-31
6215,32077,2024-04-18
5913,14802,2023-09-02
477,9629,2023-11-01
2351,8729,2023-10-09
12097,17336,2023-10-27
11790,43774,2024-06-05
1507,28571,2023-09-16
9870,22460,2023-12-28
6241,40659,2024-01-15
466,7078,2024-06-24
5901,1972,2024-01-06
5660,33960,2024-05-23
8897,40534,2023-10-11
8402,43023,2024-05-28
7532,3047,2024-06-30
541,12704,2024-03-31
1486,8044,2023-11-07
11611,37677,2024-02-26
1435,43396,2023-11-11
12797,2805,2023-12-04
3034,10177,2024-05-13
13430,3937,2023-12-05
11986,31175,2024-06-23
6064,17097,2024-01-06
9360,23233,2023-10-08
4908,42642,2023-08-21
3664,25910,2023-08-18
5549,8367,2023-10-08
3245,19590,2024-03-07
9892,6507,2024-07-08
6509,28843,2023-08-23
4752,17459,2023-11-14
7042,21832,2023-12-09
10581,8784,2024-06-18
8038,11171,2024-04-17
3757,14610,2023-09-19
4577,40091,2024-02-05
4892,23036,2023-09-23
5163,16209,2023-09-21
5575,35179,2024-05-14
8128,13637,2023-09-05
1078,9040,2024-02-19
5702,14991,2024-01-14
8638,6442,2024-03-15
10011,8686,2023-12-24
10238,13779,2024-04-23
9566,26863,2024-04-05
2002,27274,2024-04-25
13135,28414,2023-11-06
7019,42501,2024-07-05
9311,3957,2023-12-27
8832,6554,2024-04-17
13852,23254,2024-01-23
4269,23916,2024-04-19
13642,2366,2024-06-02
10668,6669,2023-12-22
9175,5001,2023-07-29
7360,3676,2023-12-26
9392,12908,2023-08-10
10836,17337,2024-01-08
2085,19685,2024-06-08
5691,28312,2024-02-22
4093,15137,2024-04-29
3870,43924,2024-02-10
11099,12220,2023-10-22
9207,3248,2024-04-03
4740,4416,2024-06-19
2156,6473,2023-07-17
4582,22381,2023-09-24
13763,37617,2024-05-12
13356,27281,2024-06-09
11926,21860,2023-12-28
11452,33806,2024-06-01
4530,8263,2024-06-15
2739,11067,2023-11-22
13139,15555,2024-05-10
1140,7009,2024-02-10
11843,22316,2023-08-23
8046,15264,2024-04-29
6544,16239,2023-09-06
2776,38411,2023-10-15
3294,16490,2024-05-29
6863,17154,2023-09-15
9225,43153,2023-07-27
7535,24284,2024-06-08
13230,11688,2023-12-02
8728,22999,2023-09-10
2645,28888,2023-12-27
4320,4356,2023-08-16
691,33702,2024-02-27
6149,41535,2024-06-23
1600,5907,2024-04-02
9148,12573,2024-07-05
10927,12280,2024-05-08
13381,43492,2023-10-13
6563,10612,2023-10-03
7331,8262,2024-02-04
12018,4475,2023-12-17
1646,25879,2024-06-30
11523,28391,2024-04-08
13894,26926,2023-11-05
10023,16639,2024-01-16
6947,23472,2024-05-27
1544,4788,2023-08-04
6048,7863,2024-06-18
8551,43725,2023-11-21
8137,10664,2024-04-17
2754,16121,2023-09-04
7604,22741,2024-02-04
7988,36511,2023-08-25
7540,2036,2023-11-22
2816,34736,2024-01-29
9749,1853,2023-10-02
12539,43316,2023-10-14
9732,39387,2023-09-22
10585,8304,2023-11-13
3020,44119,2023-11-23
9919,165,2024-03-05
10661,39727,2023-07-18
7199,34906,2023-11-02
13277,10216,2023-07-02
6335,30695,2024-05-27
607,31254,2024-01-16
310,24231,2023-11-15
7394,16926,2024-01-19
11618,6034,2024-04-07
10459,2666,2024-04-28
3248,27026,2023-07-30
7545,23534,2023-08-25
1801,12126,2023-10-27
10393,20999,2023-11-09
1662,38958,2024-02-16
10495,23058,2023-11-29
10618,13709,2023-07-21
10440,18073,2023-09-06
1223,5096,2023-11-03
3605,31496,2023-08-12
12610,40352,2023-12-29
7962,1638,2023-10-08
11940,14671,2024-06-13
2460,38735,2024-02-25
5678,37439,2024-01-16
4992,28659,2023-10-24
5813,5204,2023-10-23
6096,21519,2023-11-19
11208,8670,2023-10-27
4662,2367,2023-10-01
9366,18911,2023-07-09
11798,31088,2023-09-11
13424,367,2023-07-26
2836,9908,2024-02-24
3115,39375,2024-06-26
6351,30290,2023-11-22
323,32781,2023-09-06
8457,19624,2024-01-04
389,35086,2024-06-30
4379,20427,2023-11-08
8712,7486,2024-02-06
13359,33025,2024-04-06
13485,25470,2024-04-02
6896,15904,2023-11-17
1013,3213,2023-08-23
11540,38944,2023-07-01
593,27800,2023-11-05
2904,16088,2023-07-01
5056,7447,2023-12-20
9112,29282,2024-03-22
3874,14878,2024-04-21
10145,24724,2024-03-12
2213,12944,2023-12-21
6486,10307,2023-08-14
240,36785,2024-06-07
8037,20456,2023-11-18
13702,24492,2023-07-27
4660,5913,2024-02-18
11864,29975,2024-01-25
287,27372,2023-08-19
5282,33211,2023-08-30
6732,35713,2024-02-28
12175,3937,2024-03-25
8338,33167,2023-11-17
2505,25728,2023-12-04
1915,28369,2023-09-23
3059,2996,2023-09-22
2616,39098,2024-04-01
10156,34985,2023-07-31
2663,26564,2023-07-08
5977,22151,2024-04-05
13837,22062,2024-01-19
1962,29179,2023-08-02
7560,35337,2024-04-23
7697,161,2023-11-20
11025,15649,2024-06-14
11556,40836,2023-08-06
3294,36673,2023-11-24
10866,3574,2024-02-13
6198,34594,2023-08-03
13817,13787,2024-02-22
12292,28501,2024-01-28
13222,9816,2024-05-04
335,21967,2023-11-17
3535,13795,2024-01-06
4726,31424,2023-10-04
9694,33945,2024-01-10
11789,21303,2024-06-25
12325,21265,2024-04-29
8369,19605,2024-04-21
5172,27836,2023-11-29
3863,7821,2024-02-08
9237,1500,2024-01-12
8090,23815,2023-09-26
8897,24090,2024-04-24
12956,7627,2023-07-17
6524,32747,2024-01-27
13371,16138,2024-02-17
3700,21261,2024-06-22
12841,36477,2023-12-30
11570,26284,2023-12-09
2268,1770,2024-07-01
11771,42279,2023-09-08
9809,15635,2023-08-29
6663,39500,2023-12-26
2696,10966,2023-09-15
2752,27567,2023-08-04
6175,33144,2023-07-16
13949,19421,2024-04-19
7420,25237,2023-12-18
2254,6219,2023-08-01
10736,8496,2024-03-19
3925,33854,2024-01-31
8408,13074,2023-08-15
4463,11372,2024-01-05
1412,17595,2024-03-30
4588,11227,2023-09-09
10805,10047,2024-04-21
13367,43810,2023-09-26
1325,37118,2024-05-29
1228,4966,2024-03-17
7702,13337,2023-12-29
1396,19844,2024-06-06
12321,17374,2023-07-22
2005,6655,2023-09-12
8177,31281,2023-09-28
8202,40111,2024-05-30
9792,22408,2023-12-13
8065,2359,2024-02-19
11472,26584,2023-11-06
2011,28707,2024-05-29
13202,6361,2024-04-17
7091,3744,2023-10-03
11835,7160,2023-07-28
2852,32152,2024-06-18
10243,519,2023-08-04
6559,16653,2024-02-16
273,12926,2024-05-13
9183,5476,2024-06-07
6457,36954,2024-06-28
9838,37930,2023-11-02
8778,42349,2023-09-17
155,9887,2023-08-30
9364,11466,2024-02-02
6776,11222,2024-04-07
2990,24396,2023-12-10
12447,2336,2023-08-26
11970,36443,2024-01-07
680,4577,2023-11-09
5918,501,2023-08-11
12247,26676,2023-12-20
12057,8084,2023-12-14
629,41063,2024-03-06
3557,15721,2024-01-09
4106,5544,2024-04-03
3493,3277,2024-02-23
2250,30636,2024-02-15
6061,24181,2023-12-12
7424,6614,2024-02-28
7052,1328,2023-09-28
9291,40541,2023-12-26
10786,10667,2023-08-27
5420,26256,2024-03-19
13422,20131,2023-11-13
8613,22069,2024-02-23
4798,18947,2024-05-02
2801,20548,2024-02-28
2,19702,2023-11-28
9320,5770,2024-06-10
10768,24884,2024-06-28
8411,13664,2024-03-03
1199,38687,2024-02-04
10986,37324,2023-07-09
1956,35163,2024-04-19
5364,22853,2024-07-01
7038,20389,2023-07-13
11207,33435,2024-03-19
8415,22103,2024-02-10
532,21537,2024-02-16
4941,12356,2023-12-25
10835,2235,2024-03-03
3224,39104,2023-09-05
9508,31148,2024-04-22
8176,23660,2023-12-04
996,39128,2023-12-12
11455,16561,2023-12-31
5493,23089,2024-01-24
6773,2929,2023-07-16
5624,40386,2024-04-25
6699,40383,2024-05-01
12773,28185,2024-02-26
4013,20100,2024-02-15
1162,4275,2023-07-18
121,24971,2023-11-24
7032,25745,2024-02-29
7359,37740,2023-08-20
7213,8390,2024-03-15
642,17353,2024-02-23
10955,21149,2024-03-02
8853,31829,2024-06-09
8990,2505,2024-05-05
5433,38775,2023-08-18
12567,28744,2024-04-09
3235,28895,2023-08-07
8091,30996,2024-04-09
1685,40712,2023-08-01
7871,17749,2024-02-28
5038,23101,2023-08-10
12981,33692,2024-04-17
9092,22982,2023-10-11
7893,32709,2024-04-17
3886,10247,2023-10-15
1452,32487,2024-03-02
8187,30341,2023-09-25
3320,19339,2023-09-04
11905,3087,2023-11-15
10413,25536,2024-05-21
2555,14861,2024-01-16
8832,17014,2024-05-30
2823,7408,2023-10-01
12021,33543,2024-06-12
6821,24936,2024-04-03
10849,41478,2023-07-20
7576,34112,2024-04-14
10366,10162,2023-09-28
6525,23582,2023-08-19
10928,32278,2023-07-10
3209,21401,2023-09-17
10213,11420,2023-08-06
711,40566,2023-08-28
3739,19284,2023-09-26
6508,935,2023-10-12
1298,34755,2024-05-14
10046,21381,2024-04-02
2660,14017,2023-10-12
3269,38234,2024-03-10
3176,22696,2024-02-15
2725,24953,2024-05-30
3256,42735,2023-08-06
4416,15722,2024-04-26
8956,1506,2023-11-19
13299,5364,2023-08-12
6364,43615,2023-10-24
7194,1011,2024-06-05
7471,19862,2023-09-22
11455,24126,2024-03-15
10408,9370,2024-06-24
13597,3858,2023-09-25
4173,26672,2024-07-01
5896,9865,2024-06-07
4246,32491,2024-06-11
9006,10121,2024-04-16
2695,20224,2023-10-04
6270,32151,2024-03-11
11885,2554,2024-06-06
12956,15490,2023-11-13
761,4390,2024-03-04
378,21951,2024-07-06
5935,11090,2023-09-30
12190,42000,2024-03-03
3660,3052,2024-03-14
10521,38091,2024-01-03
4688,28806,2023-11-01
1560,29443,2024-03-16
8416,2556,2023-12-16
4829,12768,2024-06-29
6352,459,2023-10-19
7461,16067,2024-04-15
10347,4722,2023-09-25
3767,12447,2023-07-13
7477,6305,2024-03-19
6682,42968,2024-04-13
10781,34689,2023-07-23
13368,13228,2024-01-16
1087,40463,2024-02-27
6953,6299,2024-02-24
2216,39398,2024-04-28
10871,37915,2023-12-12
12483,10307,2024-02-11
2318,2590,2023-12-23
4617,37079,2023-07-29
3283,35010,2023-12-12
3332,13602,2023-07-23
4231,7712,2024-04-19
12811,21365,2023-08-13
438,33707,2024-03-17
12748,29611,2023-12-27
4799,37070,2024-04-21
4918,3971,2023-11-16
10563,4000,2024-05-29
5015,21035,2024-03-04
3296,36177,2024-02-26
5566,41731,2023-10-14
983,16633,2023-12-20
10330,13386,2023-08-18
9628,5951,2023-10-31
7222,35695,2023-08-04
3815,7976,2023-10-14
2978,21315,2024-05-23
13679,23399,2024-01-12
4307,25278,2023-10-17
7056,26762,2023-11-02
2510,31534,2024-05-22
9404,6967,2024-04-20
12550,41902,2024-06-11
3096,6588,2023-08-06
1833,22881,2024-01-04
1459,5092,2024-06-01
2803,41754,2023-07-23
13077,31131,2024-03-17
1019,17062,2024-01-10
246,22294,2024-06-30
8872,1562,2023-11-29
8139,41413,2023-07-18
1007,3657,2023-07-27
2416,21619,2023-07-24
13960,20531,2023-07-29
590,21873,2023-11-16
12082,28331,2023-11-23
2243,16140,2023-10-31
651,32978,2023-11-05
13488,4984,2024-07-02
1647,39910,2023-10-25
2215,42887,2023-11-09
3180,21330,2024-04-14
3599,36735,2024-01-22
251,42838,2024-02-21
9021,8819,2023-08-11
7600,10919,2023-12-07
7257,42419,2024-03-08
5618,1251,2023-12-26
7638,4759,2023-11-02
8150,37132,2024-03-16
4749,2164,2024-04-01
6345,42584,2024-01-29
11563,34622,2024-05-19
7341,17138,2024-01-06
249,32104,2023-08-27
8045,21833,2024-01-19
1091,1869,2023-09-18
10581,41863,2024-02-13
4721,19729,2023-10-03
3000,38007,2023-07-04
13111,28030,2023-12-12
9464,39858,2024-04-25
248,28184,2023-08-11
7948,22786,2024-04-10
12474,18941,2024-02-14
6576,5281,2024-02-28
5694,37013,2024-01-28
1811,2165,2024-04-25
11489,27189,2023-08-24
11144,14089,2024-05-31
881,18406,2024-07-03
4463,2822,2023-12-20
8191,22517,2024-04-02
4367,10474,2024-05-29
3862,42531,2024-02-14
11165,38738,2023-07-30
8929,12179,2023-07-23
6089,38937,2023-07-05
7311,27019,2023-09-01
12949,17098,2024-02-06
8952,14097,2024-05-10
3521,39972,2023-09-20
3878,3546,2024-02-27
5522,24799,2024-03-09
7106,864,2023-08-21
8147,16149,2024-05-16
3796,21010,2023-08-08
9356,17810,2024-03-15
2444,18689,2024-05-22
7106,654,2024-03-27
7150,8130,2023-09-10
12790,26419,2023-09-08
1307,23119,2024-02-05
7060,444,2023-07-04
9439,27042,2024-06-14
6799,23844,2024-04-15
7528,21054,2024-04-17
13524,30849,2024-06-19
2606,37875,2024-02-16
238,37205,2023-09-18
10776,42241,2023-09-04
7462,35808,2023-11-13
3323,28214,2024-01-07
4677,8292,2024-06-11
13242,43047,2024-05-31
11492,16286,2023-08-28
6126,26887,2024-03-22
4338,13945,2023-07-07
13742,35506,2024-07-02
11429,23341,2024-01-18
11591,30026,2024-05-27
9644,1608,2024-02-22
2808,2954,2024-03-24
4280,5934,2023-09-17
9644,11387,2023-08-15
12581,4683,2024-02-28
7423,44053,2024-04-13
4728,11155,2023-12-07
3287,9048,2023-10-23
395,22994,2023-10-22
818,10339,2023-11-03
5789,14324,2023-09-28
3105,37694,2023-08-30
5650,23635,2024-05-12
162,26293,2023-10-10
12123,38552,2023-10-22
12280,9918,2023-12-21
2601,10146,2023-09-30
1632,29718,2023-12-30
492,39492,2024-01-21
13002,16906,2024-06-27
11644,30274,2024-01-11
5775,26235,2024-04-30
9450,13350,2023-07-25
4920,1003,2024-02-19
8842,39035,2023-07-16
6143,32574,2023-11-18
3756,27804,2023-10-16
10038,11331,2024-04-25
3036,26505,2024-06-03
10944,14981,2024-04-28
11082,7018,2023-09-18
10616,41354,2023-09-14
7162,16012,2024-04-01
5186,18002,2024-03-24
10246,17045,2023-10-20
1696,38293,2024-05-11
11080,5251,2023-09-13
1575,40281,2024-01-30
6325,23290,2024-06-30
9389,33088,2023-08-03
3371,10417,2023-11-18
6542,25160,2023-12-13
5594,36369,2024-02-16
6368,5280,2024-04-17
1394,25158,2023-07-28
5913,15495,2024-04-20
6796,25575,2024-05-28
5089,25334,2024-06-24
13589,33051,2023-09-29
12166,32264,2023-10-23
7584,32540,2023-12-06
9822,14031,2024-03-14
8364,22722,2024-07-07
2926,5167,2024-06-02
11697,7122,2023-09-28
2816,14678,2024-03-01
11914,31242,2024-04-23
1627,16374,2023-07-31
8524,21874,2024-05-12
5348,37665,2024-06-22
2091,1294,2024-05-07
5406,22444,2024-02-13
11714,39726,2024-06-03
372,18596,2023-11-05
3184,9741,2024-03-26
618,12560,2024-03-26
4370,42742,2024-01-25
12505,39045,2023-12-25
5460,21748,2024-05-01
3217,40921,2024-01-07
8262,7974,2024-06-21
5285,15334,2023-09-06
4670,30130,2024-05-22
7822,38,2024-03-23
1892,38759,2024-03-26
2226,32312,2024-06-26
7417,38207,2024-06-24
6595,28208,2023-11-05
910,43625,2024-03-20
10981,33242,2024-02-06
8729,59,2024-02-27
11427,2637,2024-02-29
6761,30636,2023-07-19
237,14835,2023-12-02
12574,15578,2024-02-14
1505,27191,2024-07-02
12760,7297,2023-08-27
629,21384,2024-04-06
10003,24661,2023-08-14
3459,42494,2023-10-10
1127,2675,2023-08-17
3437,43834,2023-08-19
9697,22821,2023-09-19
6180,19505,2024-04-25
13560,25667,2023-08-28
4595,43795,2023-12-08
1267,2077,2023-10-11
9175,37556,2024-05-29
11625,32407,2024-03-30
4612,40263,2023-12-30
8102,25785,2023-10-24
1736,21126,2024-06-26
566,23217,2024-03-23
3035,2582,2023-12-11
8833,15601,2023-11-20
4821,30285,2024-05-13
11884,20172,2024-04-29
7765,25092,2023-10-02
13420,14334,2024-03-06
11112,30536,2024-06-07
3818,23488,2024-05-01
458,10405,2024-05-11
10453,43935,2024-02-25
3404,33701,2023-08-28
640,18048,2023-07-15
3335,41517,2024-04-10
6760,15578,2024-01-19
13016,24299,2024-02-22
2031,15016,2024-04-21
9249,25569,2024-04-12
11292,26205,2023-09-11
12093,31749,2024-01-30
977,26268,2023-07-11
3935,21237,2024-06-01
7018,32616,2024-02-10
9157,1105,2024-05-13
4706,17655,2024-01-19
11272,42370,2024-02-16
13803,3647,2023-08-20
9152,21472,2023-08-26
5299,25907,2023-11-09
12596,21108,2024-04-05
7383,14879,2024-04-22
3298,9146,2024-04-30
11184,23043,2024-02-10
2339,18227,2023-12-21
113,2803,2024-04-17
736,24120,2024-03-22
3178,27186,2024-03-03
5295,6106,2023-09-16
8616,2750,2023-11-12
960,42950,2023-11-17
868,34130,2024-06-06
12774,24513,2024-03-09
4827,36542,2023-12-23
10641,13496,2023-08-29
11625,2065,2024-06-16
3613,30079,2024-03-10
11229,30012,2023-07-08
6890,5617,2023-10-15
7079,7976,2023-12-18
13408,10961,2023-08-27
2662,27993,2024-06-01
1769,21388,2024-06-06
10970,15325,2024-04-15
11667,6244,2023-09-22
834,32629,2023-10-25
1640,9561,2024-01-16
12851,41099,2023-07-22
10546,4924,2024-02-04
9422,39236,2024-02-11
5222,21326,2024-03-27
7042,27950,2023-10-10
6715,22822,2023-11-22
9160,6077,2023-11-24
4650,22033,2024-03-17
10587,8002,2024-04-04
5740,15304,2024-06-03
9038,16458,2023-07-14
13844,41444,2024-03-22
7219,12304,2024-04-12
9140,15129,2023-11-18
3827,18281,2024-04-18
2378,39428,2023-07-31
9616,31645,2023-12-18
8764,38015,2024-06-19
11013,6968,2024-01-21
11378,6662,2024-04-16
7093,12417,2023-10-19
12517,511,2023-09-06
13535,41383,2023-12-30
12792,35201,2024-07-07
13828,1907,2024-01-12
5508,25535,2023-11-03
1364,16449,2023-12-22
7963,37697,2024-03-18
13962,4711,2024-04-11
12468,38893,2023-12-02
2698,40606,2023-09-07
6056,15584,2023-10-16
9756,17185,2023-08-04
8664,24854,2024-06-23
7652,6110,2023-08-13
1775,42678,2023-11-20
13457,6660,2024-01-27
8528,1239,2024-04-10
9206,15065,2023-07-06
5777,31116,2024-02-03
8179,31953,2023-07-27
5462,5621,2024-02-12
164,34255,2024-04-09
4019,37450,2023-08-25
6295,4471,2024-07-02
13788,22004,2024-05-05
10373,27572,2024-05-31
2102,24669,2023-10-13
9087,11724,2023-07-18
13424,31041,2024-01-21
8214,39946,2023-08-12
2874,32047,2023-09-27
5015,5442,2023-09-12
850,11720,2023-12-04
6590,5398,2024-03-22
10282,34390,2023-11-11
6030,17946,2023-09-27
9608,22234,2024-02-21
2425,17801,2023-11-09
5800,4191,2024-02-14
8396,37823,2023-08-03
1111,1131,2023-09-21
7442,14072,2023-11-09
12152,19982,2024-06-18
8311,2119,2024-01-20
5033,664,2024-04-12
2933,15736,2024-05-31
832,19159,2024-05-11
6295,31088,2024-03-14
8466,22579,2024-04-17
326,19875,2023-11-02
2012,42532,2023-11-28
8629,17908,2024-06-23
12859,40822,2024-03-03
6013,22788,2023-12-22
2718,21706,2024-07-06
8741,3846,2024-06-21
13638,39070,2024-04-27
12671,16483,2023-09-18
13619,35057,2023-10-15
6496,26091,2024-04-25
12912,20682,2024-04-30
7167,32253,2024-06-08
2371,7797,2023-08-27
7488,7264,2023-09-29
8882,12778,2023-11-12
3969,41539,2024-06-14
4625,20344,2023-12-16
13264,40154,2024-05-29
7259,14863,2023-10-30
4592,41233,2024-02-21
10956,37650,2023-09-14
8028,15692,2024-05-04
2230,25029,2023-07-23
6822,42136,2024-05-28
12251,31067,2023-09-11
1660,33182,2023-09-26
403,17935,2023-10-11
8629,20911,2023-10-02
8722,7142,2024-05-11
8463,16226,2024-03-22
233,34715,2024-03-09
288,21588,2024-06-22
3352,32960,2023-08-27
3330,14176,2023-07-09
13567,10052,2023-07-13
1037,5893,2023-11-08
4715,3450,2024-02-07
12166,41096,2024-05-24
5815,38678,2024-07-06
11400,12394,2023-11-30
11249,29191,2024-07-01
6448,34710,2023-09-09
13123,31534,2024-06-09
5052,26142,2023-07-20
9240,36990,2023-09-19
9589,23909,2024-02-13
13657,39312,2024-06-10
3476,32323,2023-07-19
5934,14013,2023-12-12
2975,34890,2024-07-02
10474,17413,2023-10-15
4982,30615,2024-06-12
640,24658,2024-01-30
13399,5657,2024-02-24
2022,8968,2023-11-24
13936,19423,2023-12-28
4247,15765,2024-05-31
5,15874,2024-01-14
11768,28950,2024-04-12
5628,43848,2023-08-22
11540,2272,2024-07-03
9649,1608,2024-02-25
10107,19524,2024-04-15
5473,27991,2024-04-12
6328,3666,2024-01-04
2758,16309,2023-07-06
11225,5853,2024-04-08
9560,5463,2024-03-19
3421,31796,2023-08-18
3754,4271,2024-06-16
11232,24492,2024-01-16
11305,36231,2023-08-29
1226,348,2023-08-02
4858,32831,2024-04-28
6832,1784,2024-02-29
10923,28391,2023-12-19
11316,8418,2024-01-23
11306,6567,2024-04-08
13664,17427,2023-07-22
5187,30751,2023-08-16
6117,10873,2024-06-13
12664,28696,2023-12-05
3254,1235,2024-03-14
13610,34753,2023-11-20
6254,28833,2023-08-16
7413,17979,2023-07-27
13318,22642,2023-07-27
8540,27128,2023-11-22
5402,34721,2023-09-13
8615,18080,2024-01-03
10878,17339,2023-07-10
11117,3292,2023-10-29
3139,8549,2024-04-14
9707,33737,2023-12-12
5731,28023,2024-03-20
11688,4235,2023-12-08
2987,26721,2024-05-22
5383,41107,2024-04-22
5907,40118,2023-10-26
13584,13369,2024-05-06
749,8735,2024-03-19
5576,41652,2023-09-22
854,33794,2023-11-23
6877,12198,2023-12-18
1893,3360,2024-05-29
5254,38026,2024-05-04
11258,35720,2023-07-14
12798,7390,2023-11-26
11713,14953,2024-07-03
8541,29076,2024-03-07
5357,18940,2023-08-26
3918,15625,2024-06-11
1971,1736,2024-04-27
11044,24316,2024-06-11
10911,17423,2023-11-10
13282,39138,2023-12-17
6249,7128,2023-10-10
7882,35681,2023-10-14
12408,12607,2023-12-18
11291,32744,2023-11-05
4611,34011,2024-03-06
3829,15637,2023-08-01
9531,25349,2024-02-01
6067,10109,2024-03-18
6734,8099,2024-05-25
5451,36181,2024-02-29
6475,18884,2024-04-10
1103,7161,2024-04-15
4409,19930,2024-03-19
9797,17598,2024-06-01
10246,11124,2024-05-28
2603,28358,2024-05-09
4853,4961,2023-09-23
2777,33557,2024-05-24
7406,18256,2023-08-14
1084,13351,2024-04-28
12571,30882,2024-05-28
8541,18410,2024-01-16
12450,32636,2024-01-17
4806,2447,2024-05-24
6574,30658,2023-12-15
7059,21208,2024-02-25
13256,8753,2024-07-06
8170,13441,2024-04-11
4547,6500,2024-01-06
8542,21140,2023-09-09
1102,14768,2023-11-22
6591,22344,2024-06-23
10042,27713,2024-01-25
7783,19674,2024-06-24
10858,29489,2024-01-24
4003,26521,2024-02-07
11284,44106,2024-04-12
2898,15785,2023-12-10
12052,38080,2024-06-29
4474,20492,2023-09-10
11670,35269,2024-02-25
193,14719,2023-11-04
8483,35598,2023-09-23
10816,32816,2023-07-15
972,35133,2024-03-04
1963,26833,2024-05-07
2760,31863,2024-04-08
1483,12865,2023-07-02
2510,22843,2023-09-12
8856,8178,2023-09-02
2732,40700,2024-03-17
7337,11845,2024-06-11
9352,8595,2024-05-19
8708,13419,2024-02-24
2978,34855,2024-06-01
1299,23109,2024-06-05
639,10420,2024-04-04
12453,22540,2024-06-17
11926,43951,2024-01-17
1318,12836,2024-04-18
3267,17534,2024-04-11
