uid,mid,rank
12642,32077,2
1234,9629,1
1046,43774,3
6170,40659,1
6047,7078,3
2066,33960,1
12915,40534,2
3141,12704,1
6434,8044,5
11134,43396,5
10271,3937,1
6943,42642,2
9703,6507,5
12553,17459,1
8878,11171,1
7417,23036,1
2505,13637,2
8780,13779,2
12124,42501,4
4051,6554,4
3189,2366,5
5095,3676,4
1047,19685,4
11250,12220,4
6567,22381,1
10991,21860,3
8357,11067,3
7103,22316,3
200,17154,2
3035,43153,1
7994,11688,5
4450,33702,5
6001,12573,4
9589,28391,4
7182,4788,2
11051,10664,1
6451,36511,4
2062,1853,4
6713,8304,5
12139,165,2
10310,30695,2
636,6034,2
10736,23534,2
5893,12126,2
11173,20999,5
12191,38958,2
13803,18073,2
7678,1638,1
5229,8670,1
2461,18911,5
6616,9908,2
107,19624,4
4137,7486,1
10011,33025,1
544,25470,5
9471,38944,3
13666,16088,5
8434,12944,3
4111,20456,4
6007,29975,4
537,35713,1
493,25728,1
12079,2996,2
2311,26564,3
2663,161,1
12722,40836,1
12211,9816,3
4975,19605,4
7915,1500,2
7721,32747,2
2883,21261,5
9994,1770,3
11666,10966,5
470,19421,5
6313,8496,2
13168,11372,3
11321,10047,4
2869,43810,5
5060,13337,4
10556,17374,5
1032,6655,1
7084,40111,2
3838,7160,5
13020,5476,2
9676,11222,4
2430,36443,1
595,26676,4
8389,15721,3
3371,30636,5
6708,1328,5
10761,26256,3
5779,18947,4
3412,5770,4
12283,13664,2
4650,35163,5
4099,33435,1
12450,2235,5
1718,31148,4
11598,39128,1
13971,23089,1
8912,40386,1
3810,4275,3
9455,37740,2
8484,17353,5
3250,21149,5
2599,38775,4
8057,40712,5
6811,33692,3
11303,10247,4
10338,32487,5
3049,3087,2
724,7408,2
7292,32278,1
1029,34755,5
6637,38234,3
6406,24953,1
10061,15722,2
5458,43615,3
3952,26672,1
10215,20224,3
10732,4390,2
9326,3052,3
12516,29443,4
1184,12768,3
4816,12447,1
13660,42968,1
13322,40463,5
6393,39398,3
1098,10307,2
5861,13602,5
10373,33707,3
4396,3971,3
6722,36177,3
343,13386,5
6045,35695,2
5025,23399,2
7061,41902,3
6682,22881,4
9080,31131,2
3751,21619,3
5583,28331,4
13921,32978,1
5040,36735,3
11013,42419,1
1345,4759,4
5543,1869,2
9189,19729,2
11894,22786,3
2651,5281,5
2259,27189,5
2116,2822,3
6227,10474,3
6064,12179,5
6263,27019,2
7298,3546,5
4720,17810,1
748,8130,3
6829,444,2
7554,21054,1
5201,37205,2
11924,8292,1
2832,23341,2
5334,1608,3
3048,5934,3
12626,4683,5
6428,11155,2
10433,14324,3
7345,26293,2
13428,39492,1
9945,13350,3
6361,32574,4
6539,11331,1
7112,41354,4
1712,17045,5
7711,5251,5
7607,23290,1
8870,36369,1
5374,25158,1
1862,15495,3
6432,5167,2
7504,31242,2
4991,1294,4
7052,18596,5
12654,42742,5
5458,40921,2
132,38759,1
568,59,5
2709,27191,1
5094,24661,3
11160,22821,1
9377,43795,1
2171,37556,1
12515,40263,1
3672,21126,1
2676,15601,5
3882,25092,5
8009,15016,1
9915,31749,4
4947,32616,1
1365,42370,3
4818,14879,2
6753,18227,3
7830,27186,2
13069,6106,1
10276,34130,1
3868,13496,3
2159,30079,4
5711,7976,1
11703,21388,5
8401,6244,5
6676,9561,5
8425,4924,4
5036,27950,5
5743,8002,4
168,41444,1
1991,39428,5
5341,6968,1
605,41383,1
159,37697,5
6158,24854,4
1333,15065,4
5715,34255,2
11585,4471,4
11282,24669,4
7272,32047,2
1935,11720,2
5944,17801,5
2213,664,1
4064,19875,4
1618,40822,4
11525,22788,2
3940,39070,3
2383,26091,2
8920,32253,5
7358,12778,3
5433,37650,3
4022,25029,3
7236,16226,3
5298,32960,1
10146,5893,5
3544,41096,2
12901,34710,5
6638,32323,5
2216,17413,2
5751,8968,5
12660,43848,4
700,27991,2
5947,5463,1
4365,24492,1
3557,348,1
157,1784,2
10967,28696,5
1329,34753,1
9565,17979,2
10838,34721,3
3386,8549,1
11882,33737,2
11733,4235,1
8433,40118,1
5256,8735,4
1120,12198,2
5831,35720,2
2650,15625,4
1133,39138,1
9059,10109,3
3507,18884,1
13326,7161,2
1308,11124,3
12068,4961,5
2120,32636,2
4918,8753,4
13535,6500,4
6054,27713,2
10897,29489,1
11432,15785,5
142,35133,1
5761,31863,1
6553,8178,4
7725,40700,3
2897,11845,3
13513,34855,5
11277,12836,4
3248,41969,3
10318,10274,1
795,25657,5
10443,17925,1
6262,39133,3
11368,31740,1
7989,24344,2
7795,6901,2
3895,35247,4
10062,42927,4
10054,41202,5
6304,7116,2
13163,18641,1
13368,16129,4
3698,20902,4
1307,23730,3
114,33444,1
6381,9458,3
9915,32751,3
3811,38011,3
1748,2503,2
13268,25601,3
3498,34004,1
13244,30395,5
7035,17170,1
11604,26244,1
3289,32399,2
5445,33302,2
3758,130,4
12658,34627,2
11073,37629,5
8928,33492,2
832,29430,4
3575,340,1
3146,33195,3
8220,42096,5
8221,1374,3
9243,42662,5
11228,18867,2
9590,7838,5
6574,30805,4
13375,20406,5
5325,22355,3
7395,23140,5
7152,36524,5
8973,21022,1
2850,19117,2
6446,34462,5
12098,28757,5
12627,2920,5
5549,3284,4
6923,40119,3
1251,35830,4
6014,22278,2
6531,17677,5
9847,16013,4
10150,34748,1
10739,29811,5
4141,34842,2
489,3049,5
617,11102,3
11136,41510,5
6325,24501,1
12769,23196,4
380,11958,5
4559,17830,1
1561,26353,3
8574,28767,5
10375,38701,5
1273,35320,3
9875,22707,5
5950,17588,3
6481,33888,5
4070,12920,3
12790,34061,3
10235,21171,2
12541,6591,2
1112,27730,1
3685,28646,4
6271,6648,3
6110,21507,4
2184,2057,3
13039,12177,1
10098,31886,4
11866,18289,5
11346,36885,1
8551,36500,3
12162,16362,4
3412,34815,1
3316,32257,5
5159,29477,3
13478,15211,5
8370,21220,3
3914,3365,2
4413,11480,5
5383,33194,2
9056,20360,5
6764,34893,5
5110,31666,2
2059,21952,2
2134,17569,4
4029,11410,3
8267,27359,2
3474,35187,3
4172,2440,5
13118,13213,4
2084,7869,3
5846,30545,5
1792,30848,1
13794,34434,4
9857,26310,5
9555,34554,5
2702,24975,5
9956,239,1
3956,9339,3
10444,11644,4
11985,40668,2
5956,16633,1
12416,37092,1
7196,2861,4
664,8412,3
2929,24313,3
12518,20385,2
12636,3090,3
7260,39979,2
609,10984,3
10905,42798,2
509,21243,3
3451,35185,4
10221,15232,2
8490,31677,1
9751,25283,2
3880,41496,3
11829,5024,2
1440,11202,5
1025,27333,3
2041,15366,5
3455,42554,1
3020,3626,4
5087,13647,1
8909,29025,4
6913,43909,4
9455,32693,4
8678,20194,1
13179,5028,3
9107,25824,4
12726,18259,4
3218,36993,1
3293,10978,3
10405,33979,3
5499,20502,3
13883,8690,2
11092,29509,5
3954,29380,5
351,19985,3
6685,40206,3
689,13106,4
3968,11629,1
5843,21622,5
4965,40801,5
6161,24438,1
12779,10923,3
9682,8067,2
13503,8168,1
4875,20430,5
2328,31416,3
6454,14365,3
10388,9333,5
12496,41937,5
9603,2340,5
8204,23759,4
10383,13318,3
3560,25623,1
204,35540,4
2695,5519,4
1100,29370,2
5796,30404,2
5365,40364,5
3633,23405,4
10258,24643,4
9121,206,2
12537,26291,5
5786,38910,2
3215,30163,1
8994,38799,3
5262,13384,1
9043,9089,5
8445,41746,4
2393,34311,4
12495,12547,3
8861,11231,3
1596,9051,1
3669,36498,5
3286,40245,2
2617,35160,4
2278,24853,5
12169,11797,3
2173,17505,1
13752,10716,4
3465,1909,1
4402,21135,2
592,3588,2
2508,25039,4
11047,3458,1
7064,1151,2
7549,32787,1
3273,38346,2
6549,8934,4
6482,39602,1
5594,33283,4
10728,15381,5
11885,6862,2
2262,24364,5
5751,5944,2
9943,8794,4
7095,42352,4
10983,31370,2
7481,35900,3
2761,21126,5
12173,20397,5
9132,22581,2
6300,23575,4
13964,659,4
12217,43828,1
5388,28224,4
10512,11259,4
9652,40504,3
7139,20918,4
12808,17789,4
3725,14796,1
3063,23654,4
11082,38761,3
6547,37922,4
6118,2788,5
2250,7020,1
12633,20615,2
9901,40376,1
8693,20582,1
11982,13920,5
4594,37678,2
7749,21761,1
6195,2784,1
2903,3332,3
892,2847,2
4913,35031,3
12870,7550,1
3437,22438,4
9504,42425,1
4269,37539,2
8300,23387,3
12415,42420,1
12416,38931,2
1378,16036,5
6040,3488,1
8645,29426,3
3282,29076,2
5590,18682,2
8564,16203,1
11080,39600,1
10477,5152,5
10913,32260,5
3402,32021,1
10967,6126,3
4933,3135,4
10526,11557,2
3824,30567,4
13033,5718,3
9392,14202,2
8117,31287,2
11219,16513,1
13543,15199,1
2497,36325,4
2288,43008,1
4450,18519,3
10258,28937,5
1389,25042,2
13432,23101,3
2721,12694,2
13489,36844,4
9677,9276,3
12674,6933,1
8148,39728,2
8477,24356,1
2616,3477,2
4461,25734,3
13821,32796,5
6643,3025,1
1359,9048,2
12891,3871,2
9312,17603,4
1765,13004,2
10481,32090,4
1372,16783,5
2905,39043,2
11765,43740,4
6443,17581,5
918,26473,5
12550,10608,5
3105,10820,2
12064,17334,5
12589,31793,5
12040,36993,3
2961,18631,5
8363,24945,1
12908,4602,3
4428,5400,1
1550,40205,4
11559,23694,4
8181,36451,2
12737,43586,1
653,19281,4
1776,21656,4
8949,3326,2
3238,35806,2
12512,31301,1
1876,37444,5
10413,43902,2
606,41210,1
11170,22700,5
2159,9951,2
3664,1243,2
13796,10488,4
10349,36164,1
5326,8040,3
7710,3437,2
1405,9820,2
9323,13458,3
9963,18547,5
7414,33150,5
1940,23685,3
12657,42679,5
10147,26668,1
1871,31237,5
1428,3670,1
1889,27278,3
7465,41801,4
9375,793,4
9837,39138,1
2785,7875,5
6959,36791,5
1743,30886,1
12197,43879,3
5266,9590,3
6805,20237,4
9849,25689,1
6279,32048,4
1256,17414,2
12544,33747,2
9069,11024,4
12467,11146,1
2550,27411,1
8866,11448,3
4744,41356,2
5348,38197,2
13192,31682,1
3129,170,2
3334,3416,1
11503,3485,4
4647,39613,3
13708,36734,1
1241,20711,5
206,16144,1
7508,31579,4
10726,5984,3
10701,10322,4
3693,34295,2
9238,17887,4
11623,22792,3
2449,38088,2
3106,36895,3
193,5459,3
6011,2700,4
3120,32472,1
3981,22616,2
13793,38347,2
7056,11172,4
11627,34726,3
13395,19065,2
13106,19333,4
1196,21869,5
9078,42739,1
1076,21555,3
2526,8567,2
2086,21815,2
12915,18954,1
9463,34104,1
3867,13424,4
13922,37598,2
11579,11435,4
347,32384,5
718,35925,4
11423,3390,2
9942,9459,2
9447,10487,1
2187,36528,1
648,37673,3
1207,35546,5
7192,10026,3
8385,7016,5
1317,20968,2
5615,24257,5
8763,15437,5
11143,18090,5
2601,32585,1
7531,3091,2
10174,21553,4
7088,33742,2
6187,35675,3
12179,308,1
3837,41743,1
860,41733,2
13369,14298,5
7691,24370,2
3378,37444,5
9334,12029,2
2005,33501,2
10608,36104,2
12909,7057,2
1467,14235,5
3471,30784,2
10352,16448,2
424,4859,4
3183,16525,4
4634,18858,3
3998,5365,2
10112,20831,1
7402,28141,4
3697,41353,2
2543,14386,1
3048,5132,4
482,13604,1
8536,42988,1
4288,42321,4
10513,892,5
1400,20933,1
6547,24838,5
419,41946,1
8209,39413,5
10026,10053,2
3993,17220,3
2873,13810,5
6504,12524,2
4408,22031,1
3816,24296,1
11309,12877,5
1931,36776,2
4084,36254,1
12003,36123,1
13604,7102,5
7920,41909,4
10366,8220,4
2565,43499,5
12018,32609,3
1665,25413,3
10573,3406,5
10957,28689,2
13034,28932,1
6912,38912,3
8491,22943,4
5367,24266,1
12379,16025,4
9377,1608,3
7248,27974,3
8095,29356,3
8020,30912,3
13735,4167,5
3088,9279,1
12627,33540,1
11535,26246,2
8262,1557,3
1312,26808,1
8134,6304,2
2764,31645,2
3072,20763,4
6356,423,4
8817,3373,4
6131,34711,1
10045,34248,3
10119,10778,4
3742,5444,3
5672,12902,2
10059,13769,4
12098,35392,4
2673,7486,5
11895,29785,4
12893,24618,5
3973,1950,5
2223,20882,3
5325,23829,2
8792,21625,2
4910,42355,1
1815,30494,2
7442,7077,1
2161,25646,3
6521,43168,4
12235,26579,4
9466,22218,4
8183,13141,5
5880,6508,3
9941,5831,1
4656,24512,4
11524,18507,4
11630,27127,3
1681,4683,4
8921,23372,3
8070,19267,2
2906,27316,5
13362,14162,2
9824,26914,1
5895,23280,3
10357,35134,4
11132,43999,1
226,25693,3
3688,33062,1
9286,14728,1
3780,24401,3
6941,40353,5
381,30997,3
8736,22971,5
8243,8445,4
10623,1000,1
4211,37180,4
5652,26023,1
10457,43882,4
2356,26522,2
3085,12553,3
957,4528,4
3890,528,2
3017,5850,5
11491,28141,3
3378,26402,4
3418,446,2
10058,15438,4
8846,10848,5
12840,13488,1
13366,13156,5
2074,21306,3
7741,33771,1
6932,12397,4
9516,27882,2
7449,35298,2
1525,36681,5
1987,31240,5
1516,13511,1
2913,26446,1
5712,1196,2
5400,8078,1
9440,37969,2
9969,33063,2
6507,41605,2
6773,32122,5
5838,16495,2
9773,37633,4
1743,15678,2
11840,5819,1
4451,38687,5
5549,13108,3
4899,31969,3
7716,23103,2
8749,31958,1
1037,8350,3
3404,32628,5
10855,11585,3
13764,25224,3
3033,2484,2
11193,34144,2
7951,10016,5
11148,10655,5
2030,14254,1
182,9433,5
9100,179,3
2735,41966,2
2443,2422,4
4393,20527,2
2569,930,5
1597,33189,5
5925,30432,2
5906,8620,5
13622,32875,2
8384,1904,2
3665,5377,3
6480,1578,2
5980,28860,1
13201,11664,2
3333,5245,1
2229,3893,1
4416,5777,1
10282,6669,1
8290,16562,2
4449,22299,3
12176,16077,1
3366,43443,1
384,27107,2
502,694,2
12944,8624,1
10831,9175,1
3139,5531,1
4019,23355,1
1783,468,1
9632,35191,4
4816,41972,2
13184,13680,4
12947,9771,2
8154,35272,3
11196,27241,2
1634,15027,5
7280,41888,4
6247,36893,4
8947,27200,2
474,15035,3
7380,12644,1
9013,42428,1
11439,7217,1
5000,38768,3
8702,23507,1
11361,30012,4
1662,1095,5
12440,9685,3
9495,8047,5
1449,39242,1
8499,2964,1
3137,30242,4
11321,39699,3
1827,38109,2
13526,7803,5
4963,17914,2
8089,3532,3
811,6230,5
6879,44070,3
5835,9525,4
10335,22539,2
4937,8104,3
5146,15091,4
8804,34207,5
7624,15030,4
1339,2417,3
8501,37778,1
12810,8925,3
7971,28381,4
5816,41192,3
4448,7833,3
6662,7771,5
8030,2676,1
9537,11241,5
4100,6545,5
10547,14389,3
237,38770,5
4676,37856,5
3982,41253,4
11005,17222,2
5941,8464,1
10245,2370,1
3269,22370,3
6467,22370,3
11871,5901,5
8560,590,5
8869,5064,2
2085,22900,1
1353,13599,3
3833,41505,5
4317,29405,1
732,24617,3
4487,26197,1
12424,32023,3
7352,37480,4
5738,32928,1
10018,27023,3
11449,42693,5
8506,37243,2
9757,37828,2
4423,922,2
2868,4463,1
13979,19819,2
12598,30512,2
12213,13395,1
10715,13571,5
6842,29606,3
4589,26724,5
12765,27840,4
12112,10250,4
11166,39542,2
3737,6339,3
2704,9623,2
6335,7807,5
10199,26316,3
11504,14317,2
11999,8957,1
3592,9865,3
12812,18022,5
10467,41149,3
12113,5798,4
8184,7598,1
8097,6108,1
2888,11139,5
13233,41130,2
1175,21249,1
12195,1326,2
1783,19370,5
9816,31385,3
167,28611,4
2891,7718,4
4611,29551,1
8195,32504,5
5823,32801,5
13132,32533,1
12399,11064,2
6885,33586,4
9947,2439,5
1305,6642,3
5575,19637,4
12317,2178,5
1590,13106,1
10226,23763,2
4874,40956,5
7851,18430,1
11235,14848,1
12432,28775,4
11916,42675,3
9707,36289,1
7738,32334,5
3406,18690,4
10282,8010,3
12322,38231,5
6992,36227,2
4873,36499,5
1268,9261,2
12571,42818,1
9609,5615,4
11381,11688,2
8375,40145,5
994,19862,1
12660,22481,1
1728,23386,5
9148,8150,4
1601,4804,2
11748,18202,5
12345,14761,3
4996,9141,2
662,11625,3
8215,29754,1
6705,13583,3
6592,15379,1
3741,4280,5
768,7313,2
1161,5433,2
10390,6775,4
514,12191,3
6986,21978,5
6199,33208,1
9365,7467,1
3585,3544,4
1995,28948,1
6846,14907,1
6876,21291,3
9599,27492,1
844,21677,5
4790,21009,4
3932,29335,2
4012,7308,2
4827,10041,2
13257,9132,3
5132,22379,3
10033,2452,1
155,40444,3
5711,43063,3
10017,4090,1
2567,43238,3
3059,8105,3
2307,9455,1
9649,25514,4
8473,40429,4
3495,29603,4
4471,1964,2
10561,27263,2
11255,37341,4
337,39279,4
9810,17222,4
3048,42306,5
1527,23239,3
11480,8612,1
398,34931,3
10313,36871,3
10513,1169,2
13527,5244,5
6619,5900,1
9983,15936,3
11288,1321,1
12322,17908,3
694,15099,1
9451,25580,3
7925,35766,2
13292,34528,3
7118,29514,1
7329,15410,2
7571,24155,3
12244,16953,2
8046,2690,5
3083,35920,3
3110,9014,2
3669,32481,4
1703,28640,3
5660,4436,3
8898,20554,5
3803,34478,5
10048,1693,4
9532,126,1
1294,38861,2
13241,22613,4
8277,38271,1
5855,18883,1
1837,38478,4
11925,28976,3
13873,26552,1
6978,12376,2
4498,4898,4
3405,17380,2
13477,29871,3
8198,26872,1
11187,23675,2
8113,6591,1
7753,22128,4
3912,29494,1
8401,42751,3
7765,21152,5
8382,18539,5
9988,15853,2
13585,21259,3
13298,41509,1
10180,6193,3
9990,6407,5
8630,5296,1
11749,38923,1
9231,13214,1
10337,36054,3
2098,20000,4
10533,14228,1
7553,18540,5
146,2160,4
7451,28492,1
2207,22150,4
13016,1355,5
3849,16594,1
7941,22556,4
1671,8692,5
9077,36309,5
11409,9328,1
244,31882,1
1719,40430,5
7624,20654,2
11571,13655,5
5009,30374,4
2358,26189,2
517,35532,3
1324,19561,2
13129,17072,3
13949,17131,2
2807,17092,2
8721,34302,2
1115,7094,5
6561,13786,3
4108,32800,1
11251,10305,3
7925,12079,4
10931,31732,2
7628,15318,2
679,22855,5
8249,24055,5
11917,34661,3
10716,974,1
10929,39384,2
6810,34246,4
5784,25347,2
6539,24882,2
9150,5973,1
7998,37874,4
7797,19299,5
8393,32041,5
3263,31001,5
2694,22101,4
2894,38242,3
953,25993,5
5475,35801,2
9713,18916,2
10518,18837,1
11489,6623,1
10067,25281,3
7151,36491,1
11369,6590,2
10002,23234,4
8272,34529,3
5537,26373,4
5993,41004,1
4371,11341,4
1210,18166,3
8937,18261,4
8627,43911,1
3470,32192,1
9641,36045,1
5632,36941,5
9084,13741,5
13197,15358,2
7844,12936,3
11362,30721,2
2251,7945,4
10600,11698,4
2294,44024,2
3005,6074,1
10654,32696,2
8496,11660,3
12871,29273,1
972,21180,4
2618,29846,1
7659,7067,2
2416,24534,3
8389,38102,4
7953,20704,2
1943,3206,2
1559,33412,3
11723,38120,2
6613,38492,3
705,4303,4
1561,41877,1
4631,42975,1
3737,16448,2
6185,21602,4
5274,40956,4
7755,11247,3
11352,6029,5
2043,6307,4
8187,27679,5
12458,14067,5
284,11753,1
7577,16680,5
8463,24553,4
10029,19085,5
10004,25932,5
10885,13847,2
11724,37483,4
8428,11409,5
3608,27327,2
10001,1136,2
10196,18632,5
1643,27216,5
4606,19216,1
11508,16320,4
8070,32037,3
3634,10559,4
621,1754,1
6977,10221,2
4136,30576,3
5119,41734,3
8829,37186,2
11592,14588,4
5979,449,2
10192,8109,2
7968,11444,4
8671,33063,2
13144,35585,3
1832,35534,3
6644,33179,2
8197,37555,3
2204,21831,4
2081,8127,5
9894,22094,5
2498,8263,2
6796,3296,2
4292,42590,5
7327,37057,1
1180,15892,1
10744,8646,3
8923,4875,5
10536,10914,5
5838,4433,3
7453,15901,2
1344,23193,5
8614,8989,4
11148,12953,2
3189,2978,3
5820,1269,2
5374,16757,5
10855,40386,1
13189,11886,5
6374,32864,2
4036,7022,2
9487,5869,5
8136,16516,4
7385,25967,5
9436,22291,3
11495,21662,1
838,31148,3
6125,24516,5
3061,3729,1
220,38582,3
1042,12566,5
689,21415,3
235,27470,5
4300,21556,5
6951,6090,4
10316,29401,1
3706,30210,1
8601,23988,4
4267,27602,3
3331,3681,1
4902,44067,2
3967,34636,5
1256,36689,3
11043,26489,3
8551,29005,4
5277,42263,3
1621,40900,5
4489,33927,2
10365,17529,5
3812,15219,1
11621,26917,5
10420,42000,4
4308,22798,3
2842,23656,5
11782,20240,2
2298,13636,4
1239,32700,4
9838,12214,1
1282,3134,4
1784,37176,2
1071,22882,2
10643,32887,4
1067,33684,3
8637,14531,3
13856,37360,3
6934,41233,4
12645,22661,2
13979,26341,3
5977,30139,3
13527,1523,2
1300,41617,5
684,25948,1
12038,22806,5
3854,10293,5
13416,16018,3
9034,41424,2
6031,8775,3
12437,4028,1
7283,2809,4
3698,31231,2
1514,2168,1
2262,42521,1
9555,28164,1
1261,36344,2
1965,40012,3
3858,12927,1
428,23992,4
11274,30689,3
1020,16322,2
4075,40029,4
11162,60,5
3892,27236,1
1673,16048,1
802,24550,5
13906,14663,2
13301,32162,4
2459,16569,5
5578,246,5
13797,32727,4
371,28605,2
12596,37372,3
4148,23197,1
6168,10562,5
13052,7314,4
10611,26421,3
494,27140,3
9621,13583,1
6350,16623,4
3742,21793,1
6435,3653,2
13898,6308,1
11426,31575,5
2973,1536,5
8822,17333,3
4036,9214,4
8720,1404,4
3606,7507,4
7686,12997,5
13567,29099,2
2291,11092,1
205,6024,2
3962,42338,2
8299,7078,1
12621,3262,5
8980,36159,3
423,42400,3
13635,3847,1
2615,40833,3
2502,39452,3
6847,35886,1
4868,19675,3
13864,2252,2
4756,27106,4
6516,24592,5
10690,20836,3
2741,25667,3
1841,37078,1
543,19397,1
1663,27123,4
7405,23268,1
9334,7089,3
1159,36590,5
12797,27282,2
2578,40488,1
6477,29738,4
13182,22538,3
10147,32325,5
10177,13019,4
1192,15585,3
9412,41224,1
13302,161,1
6001,29442,3
8513,7082,5
10209,18723,5
1696,5889,4
5641,43383,4
6993,41212,5
10641,19886,3
10598,26692,3
1697,27847,2
8728,8193,3
997,38488,5
8243,15964,2
950,1018,5
7807,15818,1
11791,6625,4
4789,37420,2
12741,44068,2
5302,10898,1
515,29225,1
13532,17416,4
5070,26462,4
604,18244,4
13773,34834,3
9883,32344,3
9342,41984,5
670,23808,3
2093,21735,5
9845,36493,2
3553,27933,2
10654,30876,4
7375,24454,3
7684,13218,1
7073,41836,2
7860,5405,4
12436,8797,5
11816,21365,1
8668,1237,5
7272,14539,4
10392,34286,1
7954,37411,1
5414,11400,2
4582,12019,2
7845,17685,3
6744,15106,2
7203,36006,2
9592,16351,5
6407,27471,2
10319,41725,2
593,32204,1
6157,29838,1
8047,38625,5
12500,24223,5
10158,4034,5
4208,14179,5
10658,12883,2
5495,3315,1
10813,18596,4
7069,30599,2
2901,18640,3
9187,6383,4
11582,3160,1
1547,42204,3
9957,10220,2
1863,6097,2
11950,43263,5
1264,21095,1
6685,27925,4
4092,5910,5
3991,40835,5
8645,20127,5
12825,18596,5
455,2633,5
1719,12121,4
1851,7819,4
6121,29838,2
4413,35082,2
882,41516,1
13229,39433,2
9846,12428,4
1458,36728,5
7729,10615,3
10377,20320,5
3954,8051,4
8294,18042,3
6280,20813,1
7332,17424,5
8971,36787,2
10084,18209,5
3666,19577,2
13646,9681,3
2869,16973,1
699,43189,2
448,16015,3
528,11145,2
11932,8788,5
488,12057,4
10487,28430,3
4465,20906,4
4673,41099,2
4055,664,1
9360,4575,4
12309,31242,5
5272,24738,5
3273,5547,3
4991,32954,5
4636,40577,5
924,19904,1
8103,28088,1
11635,22294,4
13329,1226,4
2939,7348,5
4091,27247,3
7047,27585,5
10299,24816,2
5400,24624,2
3552,27856,5
1343,36259,3
1992,11729,4
13007,38724,3
12983,35489,3
6007,11676,1
2920,13937,4
8509,1747,2
6479,8326,4
4581,16486,1
2653,44002,1
10287,42529,1
2148,194,1
12193,19344,1
10550,11613,4
11541,19624,2
8324,26275,4
12313,38378,5
1878,42927,2
11281,27795,2
11277,28865,2
1156,42637,2
7690,14688,1
202,43639,2
2134,17188,1
861,29950,1
3622,11022,1
4224,11759,5
4929,10984,5
4078,3769,1
6888,2451,5
2128,8003,4
6114,13899,1
1402,43488,1
12125,33744,1
11961,43389,4
3828,41320,5
1523,2081,1
790,32970,2
12555,3478,3
7585,41218,3
6412,20810,4
12543,186,2
7145,25216,3
296,11285,3
2197,9103,4
5220,39466,2
2254,28902,3
10831,1330,5
9093,3700,4
2368,10668,4
7170,6960,1
13711,6211,5
4071,22805,1
1702,8913,3
12154,33459,1
3532,2356,4
13060,38527,1
11732,38843,5
13473,24404,2
5369,39178,1
6424,886,1
7012,11687,2
8743,8537,2
5211,40452,4
10106,8897,4
8430,35546,2
1311,14801,5
7812,17247,2
10772,29553,2
6033,2356,4
8762,25915,5
13831,562,1
8208,23801,1
1300,12040,2
2333,17545,4
7393,22985,5
9191,24537,4
13386,2622,5
1382,23903,5
3997,32239,1
9236,15763,3
7308,14942,2
7146,17969,3
7079,28600,1
7317,15625,4
8169,10353,4
9318,31434,1
12813,1316,5
5264,24683,1
9031,31420,3
8908,37859,1
9107,16796,2
2541,3347,4
180,40518,4
7182,23753,4
9859,22219,2
10292,14725,2
9356,13480,5
10956,12828,3
9695,12041,2
8238,12474,5
9791,13715,1
5279,9148,4
8841,31453,1
11541,24525,5
5914,40838,2
2131,5561,4
5409,18841,3
7724,11325,5
4967,27548,4
11577,4754,2
6023,8646,1
2475,43318,4
3775,9941,2
13206,29740,3
6733,5613,1
10976,531,3
10314,2561,2
5198,24091,2
9560,2782,3
5352,34957,2
1942,39368,2
5821,37337,3
13829,39932,5
6677,44024,1
8784,2217,5
5796,24402,1
6440,16563,1
7866,1930,2
2643,14245,4
8043,11117,3
1476,35896,5
7578,43972,1
11412,37,3
1923,11253,4
7770,5348,4
12228,24275,2
11359,4119,4
590,13188,1
7823,15919,3
12087,34002,3
8851,3020,1
8129,16833,3
944,3963,1
1994,2945,5
6431,25091,2
7950,1602,1
12904,5691,2
1937,10484,3
13799,5566,1
4583,30616,3
2022,15513,2
8552,5493,3
1049,23435,5
7190,24105,3
2052,23033,1
5153,30498,4
2614,11846,2
2665,27504,3
3982,40472,2
9174,745,5
3609,10872,1
6808,176,2
13791,22358,3
5897,7035,5
3450,26926,4
3286,22232,4
6811,10769,2
626,11358,3
4599,5503,1
6092,5567,3
8903,4015,4
2351,13614,4
10216,41586,5
13323,11615,2
2876,42852,5
2369,26810,1
10903,6800,4
12774,21059,3
3617,43428,1
5914,16548,3
11921,28240,1
6684,28842,1
3982,340,3
7786,26222,5
10974,7734,2
10413,21089,1
733,7710,1
11992,37014,5
12432,22992,2
8168,15643,4
5863,17400,2
175,2135,2
13373,185,4
6936,40825,5
5728,32735,3
2447,9501,1
6056,10134,3
13597,13849,3
4790,15861,2
9421,25412,4
511,15574,2
334,41816,4
10933,22252,3
12802,24118,4
4899,10791,5
1448,42996,1
774,41447,5
11937,20699,1
1579,31131,3
8178,6126,5
12757,22761,3
10209,638,3
10520,23757,1
11744,11367,1
1494,22227,2
5415,8728,5
6538,19934,3
7047,41418,3
3464,31438,1
3506,5636,4
5832,9440,3
2668,32894,4
11420,34075,2
230,26954,4
9138,26321,3
7663,17255,4
13855,8827,4
763,17678,1
8555,8674,3
3485,9454,1
10619,15397,3
5644,30350,5
10979,22069,2
9168,23135,4
5078,24137,3
5114,24426,2
2672,33444,2
5682,38714,5
4862,7005,1
11534,39378,1
7226,17697,2
4194,31572,5
12034,28665,4
6113,24237,5
1474,17030,5
4747,6835,4
6198,7085,5
7528,34083,1
313,30893,3
5226,34308,2
13240,17987,1
5159,22197,4
2583,25193,2
2513,16412,3
8302,12771,2
