uid,mid
8967,13325
13716,21144
6733,40364
4746,4921
704,17376
8035,37997
10443,11749
3961,28536
466,15716
7093,6451
710,25011
7006,21
6105,14718
2348,42886
5037,9665
12425,1100
959,23226
1363,2638
7549,41350
13761,40513
9071,19798
4666,40226
12465,10808
5324,17739
2332,6403
4149,4522
13182,8383
1030,37122
12267,15066
6489,19935
7986,14426
10625,13112
420,40800
9821,15511
11767,37852
7869,8817
3956,12318
2080,2176
5027,11342
4698,25655
2873,21609
9557,17580
8927,30195
12990,34838
7849,3359
4173,18823
12948,41577
1462,37013
4137,19728
2670,34580
6849,31019
11890,16556
1676,5907
2081,40752
2335,4064
4061,43215
10392,8645
7699,42379
8415,8143
6063,31645
13088,33522
12283,11565
9138,39620
7588,5105
4198,27300
2171,13422
5326,23212
3089,11203
3839,43872
11043,42186
5689,41128
7626,3686
7466,24662
1739,42638
12658,18367
3239,37713
337,24277
4180,15411
8049,9679
7364,24576
7225,41402
6923,41231
8457,13889
8939,16728
6426,3082
3607,23022
13492,9450
1594,15658
10386,35060
2253,1533
10259,37131
12212,16016
5257,37757
10545,6345
4134,41199
2130,9107
11558,34207
8072,9653
952,24551
3918,6390
6865,22362
9336,35848
12277,39064
393,13704
7339,18643
1018,41327
4327,36510
13426,13882
4401,15415
2894,14330
13957,22832
6673,41092
4970,7589
5421,904
12349,42724
6677,35573
12332,17611
1897,34053
11000,33458
13448,21528
12793,37551
11140,29012
2752,37276
12809,34765
3441,32005
9758,24065
3044,28703
1036,20166
2002,8632
4932,21853
13775,4508
8200,528
1338,28982
5791,35765
13638,36236
12710,33472
1561,663
4052,24941
2061,41883
470,6257
357,28433
4457,8368
6597,38066
11675,25512
11682,8574
10231,15583
7928,5379
1988,13501
8201,306
11921,21882
1747,4698
5635,7223
12428,7934
3987,17850
694,24237
4910,33171
2007,12902
9579,6941
8887,19055
8667,40864
4308,43611
3732,4545
10450,25319
12642,6075
9385,39619
5694,33519
6543,25445
8652,20447
10857,28544
11706,24790
13844,1618
7477,35299
10763,3334
9077,40003
3664,22153
7802,24092
841,512
8599,37851
4728,16637
1015,20518
9364,31787
13873,8821
7103,36245
11116,9179
2476,1726
3713,18478
9084,34470
4538,8497
367,12271
11297,10473
13102,20725
1868,30417
2642,35576
3259,15655
4875,11079
13004,28031
1041,7573
10952,17409
601,19360
13965,8699
6814,4857
8530,27528
8792,39493
12804,9246
11445,43635
6455,42865
7752,28947
3685,37356
10159,37691
12080,37815
1287,31646
12712,19279
13032,7204
1559,21659
485,42597
5710,15798
12763,32807
11664,30959
13124,6266
6201,6599
13202,35184
8959,17143
2655,26999
5962,25891
1306,28879
9216,14307
1634,11886
9199,43827
738,7444
12809,31840
8788,17085
9016,23912
1378,4384
7775,26778
10405,34362
7440,14759
12839,29522
4481,20530
12123,23092
1014,39795
12337,31382
2434,35381
9042,30933
6025,44098
5497,1909
5758,39723
10156,30359
12759,30413
5370,18175
602,15497
1531,2929
10862,30633
11713,32310
8845,9281
7449,40450
11389,21636
4611,26958
13935,36896
3717,4964
4494,27522
5132,32616
12344,21696
8206,9358
3810,25177
7932,18410
1396,988
7465,1966
5280,40085
2250,31319
6506,26016
6460,29192
13936,869
787,37147
12637,29033
1573,28306
6491,22641
8543,18319
10717,13247
536,33845
10168,32603
2741,21585
5304,15170
12107,25969
6628,6386
4772,8223
7306,25445
10022,38249
12022,40546
2740,5363
8305,33719
9411,8251
12272,2819
10941,36369
8028,44110
5571,15054
13948,27427
8023,39024
2175,24893
6184,43676
7491,29362
9834,16008
7892,14242
956,23903
8441,24507
3589,17563
999,20240
1364,13066
499,41292
9130,38806
10069,33296
9851,18444
1279,9291
9033,212
1820,18099
11475,19073
8557,43291
13152,19651
5906,15116
5701,5150
4051,41993
266,17717
8560,32189
2401,13622
9445,6821
9993,42801
10058,30400
516,14003
5635,43099
9496,28751
4770,26075
9177,17311
13104,17007
11554,9672
13263,27895
13504,26194
6843,10223
6198,23787
1568,31510
3338,387
12765,1635
2276,40879
9736,4134
3191,42145
6741,38350
11543,34736
11443,21953
9877,24817
5977,21530
12526,5768
6077,41522
12268,18384
5893,4902
9722,42890
8510,14634
8506,19164
12561,10708
9941,22577
12815,18062
8551,11549
9240,15116
4619,9844
12020,36946
6654,39980
7715,40642
2869,3842
5768,6417
3219,10634
8766,37654
11801,595
1448,14394
11609,35381
12165,22744
9176,31972
3949,4862
8229,37535
1019,36127
2265,14847
10189,26178
5601,33683
13745,18229
13160,34764
2490,24010
8315,95
8321,41453
11876,15101
5610,32918
2765,17431
3460,35572
683,24975
11505,31130
3233,20861
9190,7277
6758,552
4181,8487
10456,17528
8626,9746
4365,41129
6114,12998
10001,18331
12979,40079
12833,38586
651,24830
13542,43337
8117,8071
11374,1321
5547,23508
11553,38922
3662,6590
10343,27460
3994,15590
6572,36376
7595,43086
1111,43201
6565,33169
2157,26733
9125,31512
9924,22427
4416,30983
3591,16747
1908,28515
11766,3852
6351,19797
9738,10499
2408,32853
9801,34593
1326,15931
9932,42882
5926,41591
3094,21160
3535,29537
4151,24253
400,24004
11823,40187
10010,35140
1784,39837
9804,22206
13774,30524
4012,7465
7175,17111
8706,7122
3031,9841
3957,37081
12516,40769
9737,9462
11383,20928
5744,24399
3356,33087
9451,15330
10156,15792
1914,14373
10992,27355
11802,44019
1437,21538
5655,34371
2321,25406
1174,41816
13561,23704
4301,15235
6375,7533
12850,40135
11066,35417
10815,6904
7330,18243
908,13789
13655,35250
5184,34589
2126,29514
8609,43040
11256,19543
9190,32295
9828,3685
6006,23796
11790,3652
2748,10432
10763,10132
3435,24092
7971,24846
12530,24492
1236,4831
9136,28641
8653,7335
2992,9305
9376,17033
4136,25756
2133,17
11147,8309
4365,29655
10141,39245
4778,5943
589,2694
7211,15563
13520,6260
11469,42237
1879,4943
3605,36557
3881,372
5361,27384
12417,23405
9285,7121
5523,5703
6776,8348
6988,35430
13420,39420
12756,25041
9738,37647
10038,37084
10567,22543
13087,42734
4753,8309
7177,39243
11221,34143
6964,30691
12021,7394
7702,4404
7764,3547
11633,36746
10160,28894
6314,9389
4629,41757
12090,36661
6074,23709
10266,24727
8985,14009
1407,36018
3057,112
13946,17546
3033,40169
13074,2380
10587,30238
3292,21811
5391,41121
7299,17810
5825,8470
221,27968
5697,9749
1286,23425
2734,20977
12676,23915
12203,30068
1461,42876
9306,12943
6548,19492
6766,4534
6778,23584
12366,37050
12801,27822
4634,30262
8971,37537
11916,29946
2982,17385
9749,28411
4181,12199
2356,29355
4275,7170
2936,40130
10054,31910
12467,3831
6135,21405
3655,27758
10399,35651
4853,33767
721,15943
12446,32420
11701,16669
5109,16247
1470,24997
1276,3066
5803,10468
585,21008
3824,2544
6069,28703
3629,28834
3391,10034
2035,34170
12695,16830
5109,4523
1977,20152
5003,35320
3082,26544
5680,37585
3254,30474
13709,7700
13062,2630
4625,40456
776,10157
5349,17442
1168,30717
13838,6835
2482,18180
10681,26220
2788,37618
9657,15783
13031,15828
4435,9432
2251,36919
8061,44058
2675,9497
7352,23332
12678,39239
2254,23564
11535,3713
12018,28532
12116,32665
6867,12421
1722,5316
11759,5382
8314,9498
7175,29041
2080,32376
13943,13495
12440,31753
9808,25358
8583,16951
2276,15753
11689,37391
2391,4133
7259,41599
2692,28277
996,39764
6155,20552
9385,26976
1772,2671
2976,9365
13574,26297
13153,24681
5717,18067
8147,28893
1473,10042
1343,9055
12022,11638
5745,10758
12528,41259
6174,27485
9551,12330
10194,33539
7131,27116
6582,26039
1153,36623
11036,35887
2143,9902
6210,17375
4343,32807
2571,17660
12303,23454
4698,30499
11484,4858
12873,16313
3648,1437
12727,27570
10048,24950
315,7694
4913,37020
7287,9306
4718,32647
7444,27303
5713,10591
11175,40431
9951,3124
7304,4159
12273,8701
4671,10532
11264,27739
1966,9880
8010,5544
1557,42349
5616,18582
8631,36680
8331,13583
7908,43889
2163,30277
5848,38004
7332,4800
7111,25092
6286,28235
1609,24606
2693,36535
1096,31669
1128,4112
10327,24687
6994,7016
8560,6857
5146,16491
10934,35195
10066,14498
4571,23195
13735,44105
573,5317
610,38131
12573,4694
1286,41759
10955,29955
13543,21653
6392,14179
9698,43398
11567,14752
366,426
8429,3045
7873,11481
6103,43875
8082,38998
13475,1240
3427,6567
882,19776
6317,36982
9968,3007
717,7026
3936,19424
3771,39327
2667,25175
7010,26664
5128,33953
7883,27327
11547,31140
5309,8103
4807,7117
13414,12938
161,30162
12573,4384
7628,20321
4711,4508
13372,14736
1235,29714
10601,16520
5825,2026
10819,19920
11867,37623
7560,38136
9474,35659
4566,19142
13035,29697
3434,3774
643,24957
13480,15820
7770,1529
12374,20956
8359,5050
293,33617
11488,20512
10068,10120
666,10358
885,16168
9925,22254
10118,34890
10142,29799
13893,4682
1269,14756
12027,473
11564,32882
273,13691
2339,25913
4181,6474
829,41299
6327,18670
893,33965
7696,16463
9074,20944
2890,38786
12591,35421
4683,10833
7392,5386
3179,30363
11205,14709
826,23439
1224,17212
11733,14572
1700,21308
12065,11003
11032,36154
11457,22441
12976,1966
3028,32557
9502,2428
8611,35610
5169,25190
10137,25139
7194,6564
1585,14388
988,5841
1485,15155
3484,24195
4334,22449
4574,30925
2358,23529
3527,29403
2466,4353
11373,185
4407,10385
1610,14320
6421,20450
7183,41206
5681,10427
3012,7505
5826,33369
7781,40573
10639,38306
1262,32095
8397,14686
5204,8725
4422,5085
5905,34811
3750,16742
3888,16762
10042,13337
6833,20873
1672,13415
9583,4798
12061,3308
2315,32569
9259,2597
1125,17168
10880,22309
6786,24216
4087,11796
12900,14985
1008,12135
6453,10783
2276,42003
3292,21652
6135,24023
1557,18923
10665,14619
11741,17246
7132,18261
11840,10028
9594,13987
5089,3527
13481,26262
9476,1623
5403,38287
6316,29534
7185,35426
7864,18317
782,8700
4756,13956
9494,31544
1989,35425
7484,16674
5017,23396
13734,38627
6417,23708
10098,19214
3278,10402
3892,21197
5273,25977
13733,8759
9931,1474
4063,13282
2811,32549
285,18372
13606,28364
1430,12058
8276,40442
13090,19645
11393,28124
473,23875
12769,23124
3924,14282
6475,3252
710,22290
13925,5055
2425,34485
1849,41973
558,1311
9253,29147
4362,29313
3253,30982
3719,4258
13529,15847
5033,22484
5512,26559
6099,43189
8976,13013
10909,33237
5698,38674
2307,28932
6215,32077
5913,14802
477,9629
2351,8729
12097,17336
11790,43774
1507,28571
9870,22460
6241,40659
466,7078
5901,1972
5660,33960
8897,40534
8402,43023
7532,3047
541,12704
1486,8044
11611,37677
1435,43396
12797,2805
3034,10177
13430,3937
11986,31175
6064,17097
9360,23233
4908,42642
3664,25910
5549,8367
3245,19590
9892,6507
6509,28843
4752,17459
7042,21832
10581,8784
8038,11171
3757,14610
4577,40091
4892,23036
5163,16209
5575,35179
8128,13637
1078,9040
5702,14991
8638,6442
10011,8686
10238,13779
9566,26863
2002,27274
13135,28414
7019,42501
9311,3957
8832,6554
13852,23254
4269,23916
13642,2366
10668,6669
9175,5001
7360,3676
9392,12908
10836,17337
2085,19685
5691,28312
4093,15137
3870,43924
11099,12220
9207,3248
4740,4416
2156,6473
4582,22381
13763,37617
13356,27281
11926,21860
11452,33806
4530,8263
2739,11067
13139,15555
1140,7009
11843,22316
8046,15264
6544,16239
2776,38411
3294,16490
6863,17154
9225,43153
7535,24284
13230,11688
8728,22999
2645,28888
4320,4356
691,33702
6149,41535
1600,5907
9148,12573
10927,12280
13381,43492
6563,10612
7331,8262
12018,4475
1646,25879
11523,28391
13894,26926
10023,16639
6947,23472
1544,4788
6048,7863
8551,43725
8137,10664
2754,16121
7604,22741
7988,36511
7540,2036
2816,34736
9749,1853
12539,43316
9732,39387
10585,8304
3020,44119
9919,165
10661,39727
7199,34906
13277,10216
6335,30695
607,31254
310,24231
7394,16926
11618,6034
10459,2666
3248,27026
7545,23534
1801,12126
10393,20999
1662,38958
10495,23058
10618,13709
10440,18073
1223,5096
3605,31496
12610,40352
7962,1638
11940,14671
2460,38735
5678,37439
4992,28659
5813,5204
6096,21519
11208,8670
4662,2367
9366,18911
11798,31088
13424,367
2836,9908
3115,39375
6351,30290
323,32781
8457,19624
389,35086
4379,20427
8712,7486
13359,33025
13485,25470
6896,15904
1013,3213
11540,38944
593,27800
2904,16088
5056,7447
9112,29282
3874,14878
10145,24724
2213,12944
6486,10307
240,36785
8037,20456
13702,24492
4660,5913
11864,29975
287,27372
5282,33211
6732,35713
12175,3937
8338,33167
2505,25728
1915,28369
3059,2996
2616,39098
10156,34985
2663,26564
5977,22151
13837,22062
1962,29179
7560,35337
7697,161
11025,15649
11556,40836
3294,36673
10866,3574
6198,34594
13817,13787
12292,28501
13222,9816
335,21967
3535,13795
4726,31424
9694,33945
11789,21303
12325,21265
8369,19605
5172,27836
3863,7821
9237,1500
8090,23815
8897,24090
12956,7627
6524,32747
13371,16138
3700,21261
12841,36477
11570,26284
2268,1770
11771,42279
9809,15635
6663,39500
2696,10966
2752,27567
6175,33144
13949,19421
7420,25237
2254,6219
10736,8496
3925,33854
8408,13074
4463,11372
1412,17595
4588,11227
10805,10047
13367,43810
1325,37118
1228,4966
7702,13337
1396,19844
12321,17374
2005,6655
8177,31281
8202,40111
9792,22408
8065,2359
11472,26584
2011,28707
13202,6361
7091,3744
11835,7160
2852,32152
10243,519
6559,16653
273,12926
9183,5476
6457,36954
9838,37930
8778,42349
155,9887
9364,11466
6776,11222
2990,24396
12447,2336
11970,36443
680,4577
5918,501
12247,26676
12057,8084
629,41063
3557,15721
4106,5544
3493,3277
2250,30636
6061,24181
7424,6614
7052,1328
9291,40541
10786,10667
5420,26256
13422,20131
8613,22069
4798,18947
2801,20548
2,19702
9320,5770
10768,24884
8411,13664
1199,38687
10986,37324
1956,35163
5364,22853
7038,20389
11207,33435
8415,22103
532,21537
4941,12356
10835,2235
3224,39104
9508,31148
8176,23660
996,39128
11455,16561
5493,23089
6773,2929
5624,40386
6699,40383
12773,28185
4013,20100
1162,4275
121,24971
7032,25745
7359,37740
7213,8390
642,17353
10955,21149
8853,31829
8990,2505
5433,38775
12567,28744
3235,28895
8091,30996
1685,40712
7871,17749
5038,23101
12981,33692
9092,22982
7893,32709
3886,10247
1452,32487
8187,30341
3320,19339
11905,3087
10413,25536
2555,14861
8832,17014
2823,7408
12021,33543
6821,24936
10849,41478
7576,34112
10366,10162
6525,23582
10928,32278
3209,21401
10213,11420
711,40566
3739,19284
6508,935
1298,34755
10046,21381
2660,14017
3269,38234
3176,22696
2725,24953
3256,42735
4416,15722
8956,1506
13299,5364
6364,43615
7194,1011
7471,19862
11455,24126
10408,9370
13597,3858
4173,26672
5896,9865
4246,32491
9006,10121
2695,20224
6270,32151
11885,2554
12956,15490
761,4390
378,21951
5935,11090
12190,42000
3660,3052
10521,38091
4688,28806
1560,29443
8416,2556
4829,12768
6352,459
7461,16067
10347,4722
3767,12447
7477,6305
6682,42968
10781,34689
13368,13228
1087,40463
6953,6299
2216,39398
10871,37915
12483,10307
2318,2590
4617,37079
3283,35010
3332,13602
4231,7712
12811,21365
438,33707
12748,29611
4799,37070
4918,3971
10563,4000
5015,21035
3296,36177
5566,41731
983,16633
10330,13386
9628,5951
7222,35695
3815,7976
2978,21315
13679,23399
4307,25278
7056,26762
2510,31534
9404,6967
12550,41902
3096,6588
1833,22881
1459,5092
2803,41754
13077,31131
1019,17062
246,22294
8872,1562
8139,41413
1007,3657
2416,21619
13960,20531
590,21873
12082,28331
2243,16140
651,32978
13488,4984
1647,39910
2215,42887
3180,21330
3599,36735
251,42838
9021,8819
7600,10919
7257,42419
5618,1251
7638,4759
8150,37132
4749,2164
6345,42584
11563,34622
7341,17138
249,32104
8045,21833
1091,1869
10581,41863
4721,19729
3000,38007
13111,28030
9464,39858
248,28184
7948,22786
12474,18941
6576,5281
5694,37013
1811,2165
11489,27189
11144,14089
881,18406
4463,2822
8191,22517
4367,10474
3862,42531
11165,38738
8929,12179
6089,38937
7311,27019
12949,17098
8952,14097
3521,39972
3878,3546
5522,24799
7106,864
8147,16149
3796,21010
9356,17810
2444,18689
7106,654
7150,8130
12790,26419
1307,23119
7060,444
9439,27042
6799,23844
7528,21054
13524,30849
2606,37875
238,37205
10776,42241
7462,35808
3323,28214
4677,8292
13242,43047
11492,16286
6126,26887
4338,13945
13742,35506
11429,23341
11591,30026
9644,1608
2808,2954
4280,5934
9644,11387
12581,4683
7423,44053
4728,11155
3287,9048
395,22994
818,10339
5789,14324
3105,37694
5650,23635
162,26293
12123,38552
12280,9918
2601,10146
1632,29718
492,39492
13002,16906
11644,30274
5775,26235
9450,13350
4920,1003
8842,39035
6143,32574
3756,27804
10038,11331
3036,26505
10944,14981
11082,7018
10616,41354
7162,16012
5186,18002
10246,17045
1696,38293
11080,5251
1575,40281
6325,23290
9389,33088
3371,10417
6542,25160
5594,36369
6368,5280
1394,25158
5913,15495
6796,25575
5089,25334
13589,33051
12166,32264
7584,32540
9822,14031
8364,22722
2926,5167
11697,7122
2816,14678
11914,31242
1627,16374
8524,21874
5348,37665
2091,1294
5406,22444
11714,39726
372,18596
3184,9741
618,12560
4370,42742
12505,39045
5460,21748
3217,40921
8262,7974
5285,15334
4670,30130
7822,38
1892,38759
2226,32312
7417,38207
6595,28208
910,43625
10981,33242
8729,59
11427,2637
6761,30636
237,14835
12574,15578
1505,27191
12760,7297
629,21384
10003,24661
3459,42494
1127,2675
3437,43834
9697,22821
6180,19505
13560,25667
4595,43795
1267,2077
9175,37556
11625,32407
4612,40263
8102,25785
1736,21126
566,23217
3035,2582
8833,15601
4821,30285
11884,20172
7765,25092
13420,14334
11112,30536
3818,23488
458,10405
10453,43935
3404,33701
640,18048
3335,41517
6760,15578
13016,24299
2031,15016
9249,25569
11292,26205
12093,31749
977,26268
3935,21237
7018,32616
9157,1105
4706,17655
11272,42370
13803,3647
9152,21472
5299,25907
12596,21108
7383,14879
3298,9146
11184,23043
2339,18227
113,2803
736,24120
3178,27186
5295,6106
8616,2750
960,42950
868,34130
12774,24513
4827,36542
10641,13496
11625,2065
3613,30079
11229,30012
6890,5617
7079,7976
13408,10961
2662,27993
1769,21388
10970,15325
11667,6244
834,32629
1640,9561
12851,41099
10546,4924
9422,39236
5222,21326
7042,27950
6715,22822
9160,6077
4650,22033
10587,8002
5740,15304
9038,16458
13844,41444
7219,12304
9140,15129
3827,18281
2378,39428
9616,31645
8764,38015
11013,6968
11378,6662
7093,12417
12517,511
13535,41383
12792,35201
13828,1907
5508,25535
1364,16449
7963,37697
13962,4711
12468,38893
2698,40606
6056,15584
9756,17185
8664,24854
7652,6110
1775,42678
13457,6660
8528,1239
9206,15065
5777,31116
8179,31953
5462,5621
164,34255
4019,37450
6295,4471
13788,22004
10373,27572
2102,24669
9087,11724
13424,31041
8214,39946
2874,32047
5015,5442
850,11720
6590,5398
10282,34390
6030,17946
9608,22234
2425,17801
5800,4191
8396,37823
1111,1131
7442,14072
12152,19982
8311,2119
5033,664
2933,15736
832,19159
6295,31088
8466,22579
326,19875
2012,42532
8629,17908
12859,40822
6013,22788
2718,21706
8741,3846
13638,39070
12671,16483
13619,35057
6496,26091
12912,20682
7167,32253
2371,7797
7488,7264
8882,12778
3969,41539
4625,20344
13264,40154
7259,14863
4592,41233
10956,37650
8028,15692
2230,25029
6822,42136
12251,31067
1660,33182
403,17935
8629,20911
8722,7142
8463,16226
233,34715
288,21588
3352,32960
3330,14176
13567,10052
1037,5893
4715,3450
12166,41096
5815,38678
11400,12394
11249,29191
6448,34710
13123,31534
5052,26142
9240,36990
9589,23909
13657,39312
3476,32323
5934,14013
2975,34890
10474,17413
4982,30615
640,24658
13399,5657
2022,8968
13936,19423
4247,15765
5,15874
11768,28950
5628,43848
11540,2272
9649,1608
10107,19524
5473,27991
6328,3666
2758,16309
11225,5853
9560,5463
3421,31796
3754,4271
11232,24492
11305,36231
1226,348
4858,32831
6832,1784
10923,28391
11316,8418
11306,6567
13664,17427
5187,30751
6117,10873
12664,28696
3254,1235
13610,34753
6254,28833
7413,17979
13318,22642
8540,27128
5402,34721
8615,18080
10878,17339
11117,3292
3139,8549
9707,33737
5731,28023
11688,4235
2987,26721
5383,41107
5907,40118
13584,13369
749,8735
5576,41652
854,33794
6877,12198
1893,3360
5254,38026
11258,35720
12798,7390
11713,14953
8541,29076
5357,18940
3918,15625
1971,1736
11044,24316
10911,17423
13282,39138
6249,7128
7882,35681
12408,12607
11291,32744
4611,34011
3829,15637
9531,25349
6067,10109
6734,8099
5451,36181
6475,18884
1103,7161
4409,19930
9797,17598
10246,11124
2603,28358
4853,4961
2777,33557
7406,18256
1084,13351
12571,30882
8541,18410
12450,32636
4806,2447
6574,30658
7059,21208
13256,8753
8170,13441
4547,6500
8542,21140
1102,14768
6591,22344
10042,27713
7783,19674
10858,29489
4003,26521
11284,44106
2898,15785
12052,38080
4474,20492
11670,35269
193,14719
8483,35598
10816,32816
972,35133
1963,26833
2760,31863
1483,12865
2510,22843
8856,8178
2732,40700
7337,11845
9352,8595
8708,13419
2978,34855
1299,23109
639,10420
12453,22540
11926,43951
1318,12836
3267,17534
9054,29516
6545,35922
11944,41969
6615,22323
749,10224
6916,10274
2541,33520
5987,24161
8507,8850
3761,25657
4372,10349
4497,17925
2664,38936
5610,39133
9300,1984
10338,24891
4080,14630
13230,11274
8262,31740
13186,40417
7543,7895
4405,24344
3114,43096
3776,31175
9730,6901
4291,3801
11297,35247
667,42736
9619,42927
4848,7055
7177,38828
4097,42728
5724,41202
11421,29374
12373,27526
8512,38978
4295,7116
2092,31108
9058,30487
7517,13069
4619,18641
8720,32159
13613,36137
11386,16129
11016,24943
3502,2828
6826,15991
7890,35256
11427,19988
9152,20902
2888,16278
7429,1644
3006,23730
8047,21088
2510,21819
345,20
5046,33444
8193,9458
12044,33923
5384,9821
8197,32751
7352,42587
12943,36485
5660,38011
6532,37791
9205,22870
1268,34422
11490,2503
8719,16666
13351,25601
930,29395
10533,14087
2357,36172
9184,34004
11919,13150
4662,30395
3910,14397
341,23325
2524,17170
9277,26244
11597,31017
9213,3195
11725,32399
5382,4790
2702,20160
9361,43407
6025,5351
4117,33302
12086,24978
4879,36432
6712,130
3246,34627
11725,27550
5675,12343
7149,36418
7801,10979
7714,37629
13342,42181
4668,8834
3586,33492
801,29474
7092,738
5328,29430
11351,1300
9040,340
5850,32921
7055,42382
8874,19436
1429,33195
5683,24510
1942,42096
6946,1374
12221,7083
7306,25533
7960,42662
12213,18867
3412,7594
12307,9496
11442,7838
12589,11173
10485,18681
6906,30347
259,43086
7155,23413
10285,22864
3152,30805
10371,10935
4523,30724
497,20406
8700,18749
8331,5231
6444,22355
4252,8955
10754,23140
962,17389
13874,39826
8305,36524
459,35615
7562,35733
12119,41647
6666,21022
13523,27703
674,35524
7769,19117
8832,6474
6563,22736
4245,34462
13160,11085
3134,28757
4232,17069
13703,28917
12331,2920
12613,23551
547,36525
12248,3284
6632,4692
13928,23213
1476,40119
8249,28603
1562,17541
13534,35830
2833,5920
7667,22278
9503,17677
6842,42845
975,9753
12101,16013
3244,9176
8371,40671
13436,2068
7987,31479
4239,26440
1263,34748
12451,29811
3224,18303
3740,701
2621,36815
11154,34842
3611,3049
3462,33291
7433,11102
13981,29779
10481,27426
3650,41510
5206,17853
6847,24501
540,12675
6459,23196
3721,24372
4111,33054
3970,11958
5592,7109
11624,17830
6333,5838
356,15033
10135,34235
5087,26353
13477,30216
4120,9107
10553,41248
13939,28767
8378,43049
4317,38701
4270,9997
11596,1179
9269,35320
3538,16026
5106,9781
10820,22707
788,42917
12407,9968
8442,30857
11875,37631
1907,9180
13936,38624
13463,17588
5819,23734
12401,22771
1502,33888
8127,3976
9503,12920
1505,9603
3592,34061
4467,42155
7489,10141
13127,21171
646,28831
11681,6591
9463,30610
13021,17402
4427,27730
1092,37945
4171,28646
6194,29048
5650,22561
11018,6648
12224,21107
4147,6016
5398,21507
8213,24068
13774,2057
6197,31720
13604,29329
5585,12177
8659,42772
5711,31886
2343,21270
943,3115
10843,13443
13728,40152
10609,1630
6449,17928
8790,31318
8165,23897
11476,28156
8989,18289
3720,21416
409,36086
2471,11252
9327,36885
4473,25575
11277,9624
8544,20937
669,6124
12956,3062
13425,40858
9839,36500
12805,39096
5680,28452
5587,16362
9044,15908
2905,34815
8229,19606
9391,32257
5765,11333
7810,37833
6662,29477
12811,9446
3554,33491
6212,29768
4087,15211
7932,24160
298,7565
2870,41044
10619,21220
2087,27947
2338,36588
8593,3365
1782,4319
4204,11480
1955,7399
10248,2453
5271,21673
817,33194
9066,13866
13616,25346
8815,20360
4988,8800
438,23054
12073,34893
11969,17685
5493,5016
8495,31666
4831,8658
3501,21952
9598,32064
10586,32744
11623,26522
10234,10732
1014,18745
5914,18424
2139,17569
513,3935
1844,11410
11129,31411
7473,30809
13771,8173
1194,27359
3487,778
2867,19764
10767,35187
6879,31171
1640,20462
1165,2440
6617,7805
1945,13213
13502,21654
5148,21972
12485,1990
3034,7869
13552,42027
10190,33713
7289,24605
5946,22136
6768,30545
773,37919
1083,30848
13488,43775
10762,10681
9894,30084
11156,34434
1597,26310
1884,41720
5376,10350
5122,9544
1520,9461
13444,34554
6749,28526
2535,5949
10329,14499
6951,18992
7462,24975
9565,35399
13585,7661
2689,26246
4784,239
2531,19921
5612,9339
12090,42518
10492,10350
9314,11644
6405,28275
3634,40668
13342,39914
3578,38630
7466,16633
2336,27145
6473,12322
2860,37092
9460,29257
11517,23486
11637,2861
5006,14920
498,33338
13275,8412
11012,9587
3477,24313
4258,23056
7725,34891
182,28808
9445,20385
5911,28926
5565,3090
6371,14243
5834,39979
4368,16434
11144,33283
9668,10984
6618,43739
5098,43579
8133,42798
12968,4672
6701,24134
13372,43210
13514,415
2159,21243
5410,35185
10661,38380
412,15232
1597,21850
6225,41164
7514,31677
2137,22057
4693,41029
10309,19948
213,26041
804,25283
3652,26202
12427,6834
12696,4753
3345,24508
8156,20170
8704,41496
2698,24931
12141,5024
1196,983
4516,14306
7952,16147
11715,11202
8272,16911
13822,23032
6177,23637
6753,17315
2356,27333
8116,18331
12456,15366
11921,43502
603,10109
2474,3361
11451,42554
8974,40881
4847,3626
13925,38238
9579,1224
5590,39879
12192,9158
11362,37761
3304,13647
7493,29025
6838,4788
5743,23203
5266,43909
7985,36068
419,9361
13374,32693
10280,39220
12263,12942
13099,15994
11057,14621
12659,20194
10870,21249
3652,5028
3682,4261
246,37597
1049,41541
13889,9013
4449,25824
10658,8316
7255,12632
13251,18259
9478,25100
782,35892
8596,36993
9789,31377
3222,10978
6858,26695
12855,33979
11654,9219
3490,21789
9100,20502
940,12454
1259,38198
13049,15211
5999,8690
13826,27382
10054,29509
5455,42654
449,21143
1967,40951
2119,8917
2912,376
3927,31450
12562,23798
8352,20783
13202,27029
13754,20244
12553,29380
12377,37781
10808,30741
2676,19985
9677,51
9417,6591
2581,40206
9121,15163
8513,13106
11802,37500
12824,36642
2538,11629
9014,42033
11973,38517
11909,21622
1131,1477
10119,40801
11027,35789
8779,24438
7530,26241
1643,10923
9430,8067
5160,12090
6591,32601
6278,8168
4052,12817
3502,21165
734,20430
267,35002
5761,31416
4449,8118
4054,6360
8803,14365
8809,36966
10204,28795
2981,10294
2259,9333
10216,616
4040,12402
5330,41937
10496,29373
7841,42277
12070,2340
2685,16247
7849,8110
5029,23759
4171,23092
5280,43057
1188,13318
3975,16763
10781,3466
6654,25623
10866,6801
10775,35540
2880,36652
6160,2601
6634,5519
11045,19628
1669,29370
5771,31446
10660,16690
8155,15924
4085,38470
5305,30404
4940,959
9380,40364
1284,3539
2784,23405
4190,9984
1970,35372
7863,24643
3501,13468
10074,206
4027,27410
9894,12443
12035,26291
8335,26109
13458,5692
5503,38910
3956,19505
7501,30163
10467,39497
11333,38799
2928,21552
5380,13384
9684,16497
7740,41717
12113,9089
